Sample_ID,Trt,Block,Year,Weight,001: 10:0,003: 11:0 anteiso,004: 11:0,005: 10:0 2OH,008: 12:0 anteiso,011: 12:0,013: 13:0 anteiso,017: 13:0,019: 14:0 iso,020: 14:0 anteiso,024: 14:1 w5c,026: 14:0,028: 15:1 iso w6c,030: 15:1 anteiso w9c,031: 15:0 iso,033: 15:0 anteiso,034: 15:1 w9c,037: 15:1 w6c,038: 15:1 w5c,039: 16:1 w9c aldehyde,041: 15:0,042: 16:1 w7c alcohol,045: 16:0 iso,047: 16:0 anteiso,048: 16:1 w9c,050: 16:1 w7c,051: 16:1 w6c,052: 16:1 w5c,055: 16:0,056: 17:1 iso w10c,057: 16:0 10-methyl,058: 17:1 iso w9c,059: 17:1 anteiso w9c,060: 17:1 anteiso w7c,061: 17:0 iso,062: 17:0 anteiso,064: 17:1 w8c,065: 17:1 w7c,066: 17:1 w6c,067: 17:0 cyclo w7c,068: 17:1 w5c,069: 17:1 w4c,070: 17:1 w3c,071: 17:0,072: 17:1 w7c 10-methyl,073: 16:0 2OH,074: 17:0 10-methyl,076: 18:0 iso,078: 18:2 w6c,079: 18:1 w9c,081: 18:1 w7c,083: 18:1 w5c,086: 18:0,087: 18:1 w7c 10-methyl,088: 17:0 iso 3OH,089: 18:0 10-methyl,092: 19:0 iso,094: 19:0 anteiso,097: 19:1 w7c,099: 19:0 cyclo w9c,100: 19:0 cyclo w7c,102: 19:1 w7c 10-methyl,106: 20:0 iso,108: 20:1 w9c,109: 20:1 w8c,110: 20:1 w6c,113:20:00,tot.biomass
8,Control,4,Post.2019,2.1788,0,0,0,9.23099302,0,0,0,0,0,0,0,4.422871897,2.600906779,0,19.04110516,13.4355974,0.621446552,0,0,4.75064548,2.377193949,0,8.3059411,0.72487312,0,18.31593276,0,17.62197258,53.44449932,0,25.53907777,5.646956998,0,1.273944045,8.039986986,12.2735128,3.472712662,0,1.388982918,0,0,0,2.674816956,2.096089494,5.989434187,0,2.243916714,0.709336482,3.030051958,12.55791053,33.06235525,6.883736205,15.35965279,2.669379224,4.743142308,6.588205462,0,2.841183003,2.895049026,0,1.255706994,0,0,0.963702631,0.918104,0,4.468060014,324.4789865
9,Compost,5,Post.2019,2.1723,0,0,0,11.68145203,0,4.140173463,0,0,8.387916613,0,0,8.325718839,0,0,28.79947095,22.56423153,0,0,0,6.182606731,4.448919086,0,11.72212826,0,0,0,0,16.5839808,101.5868027,0,26.6662975,6.827473153,0,0,10.54802913,15.28363182,0,2.415297589,0,0,0,0,0,2.914107366,6.676983659,0,2.201179459,0,0,8.128080827,34.28787816,5.972112633,30.57496719,0,0,9.983833591,0,0,0,0,0,0,0,0,0,0,7.451364244,394.3546373
10,Control,5,Post.2019,2.4694,0,0,0,0,0,0,0,0,6.0984277,0,0,6.01003815,2.069788441,0,18.3745903,14.0255272,0,0,0,3.967441998,3.203039466,0,7.778880252,0,0,21.28926724,0,23.41579949,68.0660014,0,21.05158731,4.701052891,0,0.774051636,7.055344301,9.482135218,1.197110958,0,0,0,0,0,1.487293231,2.06667717,3.997014544,0,1.651622728,0,3.465631877,14.90454801,42.28034715,7.426881022,22.50153472,1.993225734,0,7.014313398,0,2.489744572,1.962461987,0,2.353829898,0,0,1.196073574,0,0,5.427692873,340.7789764
11,Compost,6,Post.2019,2.1966,0,1.159332543,0,0,0,0,0,0,1.085397993,0,0,2.333515026,0,0,12.04601222,8.163320557,0,0,0,0.897408691,2.281314399,0,5.715723769,0,0,0,0,6.370330425,43.75827289,0,13.61896007,0,0,0,6.029330257,6.23447808,0.79662133,0,0,0,0,0,0,2.209750607,2.829587698,0,1.100114659,0,0,5.178537844,39.82112692,0,17.49289658,1.304703724,0,5.631176635,0,0.898513812,2.552064329,0,0,0,0,0,0,1.171693029,3.244860661,193.9250447
12,Control,6,Post.2019,2.057,0,0,0,0,0,0,0,0,1.79806782,0,0,3.221977573,1.411059221,0,17.06519493,11.76038088,0,0,0,0.948871093,2.584387058,0,8.13724895,0,0,0,17.25330791,11.73238316,59.47483535,0,15.43156511,3.144449253,1.626724911,0.793695423,7.395423501,8.527843568,0.901613797,1.511782293,0.834834395,0,0,0,0,1.700899353,3.850808243,0,1.388795919,0,1.060078571,8.658131433,41.55842598,4.684321744,26.02647416,2.9669459,0.820968525,9.027189281,0,0,2.745456061,1.483387056,0,0,0,1.558945887,0,1.777563129,6.303560149,291.1675976
13,Compost,7,Post.2019,2.3621,0,0,0,0,0,0,0,0,2.396582011,0,0,3.931658617,2.55682775,0.858488344,21.0996741,14.03846852,0,0,0,0.821734891,2.693665074,0,8.214820599,0.562810737,2.950415664,14.30053079,5.203062435,18.87024848,61.26572298,0,31.8506519,4.454680183,2.27173842,0,10.50203101,9.149867787,2.754594026,1.240456957,1.898317662,0,0,0,0,2.202067872,4.545705314,0.475947838,2.517360583,1.414021697,6.924597782,24.91723778,51.61643037,6.99017077,24.25452496,9.107133801,1.866940253,9.472625228,0,0,3.801974109,3.284088656,0,0,0,2.937746936,0,0.929143953,4.909001698,386.0537685
14,Control,7,Post.2019,2.3159,0,0,0,9.664402769,0,3.977336434,0,0,10.15392356,0,0,8.94203269,4.203186305,0,30.37457415,22.79695599,0.866200911,0,0,8.444332093,0,0,11.412447,0.954035782,0,20.84590042,0,19.46346441,94.88837977,0,28.77080444,6.145747046,0,1.12617464,10.06993611,16.41159366,0,1.284426385,0,0,0,0,3.58139271,2.884486591,7.771688956,0,2.873451732,0,3.457373468,13.34536137,32.40408082,6.90181297,35.36068072,1.734040319,1.394111586,9.964692968,0,3.801488798,2.857669091,0,1.508884794,0,0,0,0,0,6.861442232,447.4985137
15,Compost,8,Post.2019,2.46,0,0,0,0,0,0,0,0,3.572451604,0,0,6.286228807,0,0,25.25633157,19.84137425,0,0,0,0,4.739307979,0,10.08034448,0,0,0,0,0,100.5550266,0,26.91433193,7.365782973,0,0,11.39314014,10.11710979,0,4.898165705,0,0,0,0,0,3.410192126,3.578223507,0,1.960450507,0,0,8.170781199,63.68211691,0,42.96622133,2.83565038,0,7.114176259,0,0,3.669246461,0,0,0,0,0,0,2.556157137,9.294053641,380.2568653
16,Control,8,Post.2019,2.2672,0,0,0,0,0,0,0,0,3.000896233,0,0,5.072834662,0.986002679,0,21.41756786,17.96526088,0,0,0,1.589091772,3.63548456,0,8.858954526,0,0,0,26.39539181,14.85421079,71.72939254,0,19.69321459,0,0,1.436058734,10.37082408,10.54655049,1.688467485,3.132662556,1.697727455,0,0,1.287559636,0,3.027931113,4.247203231,0,2.102320428,0,1.024963992,11.36576938,54.01100647,0,31.09307199,2.441702832,1.677278974,8.723043793,0,2.041440121,3.479727419,2.2554638,0,0,0,1.787677053,2.403911786,0,4.601955253,361.642621
1,Compost,1,Pre.2020,2.4441,0,0,0,0,0,8.06427455,15.7334554,0,11.40841325,3.950896256,6.916054733,23.76213103,18.32897931,4.241791676,82.21893745,82.00670936,0,0,4.394578258,0,14.39757281,0,27.32282151,0,16.18776321,103.7346119,0,71.19912602,0,0,113.6571678,16.34204764,11.96410581,0,38.40431118,38.02831898,13.50078423,9.726479588,7.295818961,0,4.615411085,0,0,9.623949989,13.97175767,0,8.845623927,6.143466914,17.69868297,79.88482235,0,17.28302949,130.3127152,18.58258209,13.76964166,29.81124714,4.735523567,9.715843003,10.77110084,0,4.049536945,2.768080296,0,8.908517701,0,4.043819626,10.26137152,1148.583875
2,Control,1,Pre.2020,2.3278,0,0,0,0,0,0,11.996959,0,5.451872121,2.604489407,3.372345804,12.1765035,7.981045941,0,44.45046164,51.89451029,0,0,2.91698501,0,7.955616338,0,18.3520486,1.428785129,0,0,0,36.30882557,0,0,54.4811548,0,0,0,25.63065939,29.13512285,5.001415877,11.7013392,0,0,4.326373917,0,0,7.601452249,12.62729413,0,4.93568659,1.602462072,4.075974753,28.97423084,109.0517241,0,86.28754257,3.892182643,8.14363022,19.98444625,6.065555108,6.454534134,7.646832718,0,3.240204001,0,0,2.412072443,4.37475058,0,7.672336418,662.2094262
3,Compost,2,Pre.2020,2.4811,0,0,0,0,0,7.935306114,12.80131265,0,8.620676618,3.049799223,5.190391324,17.88893966,14.68203902,9.163196294,75.98098063,71.99393472,0,0,4.730767497,0,12.30097849,0,28.38468172,1.99729394,10.90180614,102.1399706,0,68.17291199,0,0,121.9375089,0,14.91012669,0,36.66613661,40.35195153,12.77640043,0,6.669858543,0,0,6.072147908,0,8.929957993,16.10789496,0,8.613199251,2.555979884,11.94818682,67.27396817,0,16.8163583,97.32455148,13.37004884,0,28.55287787,10.72021525,15.78622977,9.060970826,3.434216609,3.935269294,0,0,7.372881409,0,3.982341533,10.62874678,1031.733012
4,Control,2,Pre.2020,2.0197,8.096708498,3.398613198,4.105547562,1.771983486,0,13.80308187,6.367223503,3.531065143,3.177623008,1.677360536,2.955232801,14.51919532,5.663244346,0,28.72627798,31.20355246,0,0,2.293069246,0,8.540599545,0,12.42389339,0.979434466,4.22135595,17.28676643,0,23.50133651,129.165654,0,45.31989936,8.487067519,5.941439232,0,15.87540157,19.83334386,4.589609329,5.059073348,2.637089382,0,2.857883195,0,0,7.208936956,7.869583077,1.844118794,3.490414452,1.199307105,3.737289558,28.36879569,85.27035583,9.643566678,69.95758689,6.790976541,0,18.05260379,6.046469489,5.988398452,3.067186317,1.219210369,2.581380206,0,0,3.867521027,3.085854009,0,8.527614171,715.8267954
5,Compost,3,Pre.2020,2.0401,5.142807633,0,2.614013097,1.234354736,0,9.74335121,3.86217316,2.827788935,3.823422501,1.693387678,2.604751772,13.01620598,5.962937631,0,26.66496881,28.63584927,1.210662722,0.769825081,3.891545714,0,8.394377247,0,11.1923018,1.189118465,2.398463681,0,0,14.87238027,104.1961729,0,31.10332945,0,4.805352855,0,13.70477803,17.03752066,3.771340586,5.617365228,3.183658417,0,0,0,0,6.244469694,6.625467632,0,3.686033388,2.034391448,3.972849452,17.61260401,65.26730156,0,57.40774044,6.335958424,8.847948743,12.97718016,5.398603578,0,4.836604416,1.551705388,1.982470961,1.347971099,0,2.373504675,3.032573756,0,11.04364901,557.7432334
6,Control,3,Pre.2020,2.1397,0,0,0,0,0,9.690283833,23.95852612,1.114122607,5.646768824,3.656402549,5.112446358,15.91719197,8.287207586,0,37.30389322,43.4407386,2.639332032,0,6.615188911,0,9.903524514,0,15.29959055,1.377281235,0,0,0,17.31730845,168.7485225,0,50.17955476,13.43587085,0,0,16.03605719,25.84925142,4.054963955,0,0,0,0,5.189681774,0,7.425631043,9.019277268,0,4.643412046,1.417883062,0,17.80620879,78.69874771,16.00109444,87.20599852,0,11.42528949,22.07679854,5.037270772,0,5.894298286,0,3.4110384,1.16809983,0,0,3.593252771,0,8.86031848,774.4583293
7,Compost,4,Pre.2020,2.0103,0,0,0,0,0,9.055741044,17.33625035,0,5.80177794,3.78942347,4.440837189,15.41054558,10.22715497,0,58.33399445,60.85557399,0,0,3.287098257,0,9.346714589,0,22.60447635,1.934809019,0,49.872395,0,24.45509329,0,0,74.80241582,20.82759347,0,0,32.33636135,36.21966731,5.739250307,8.752271239,5.301345032,0,5.584893958,0,0,11.26401318,13.68549779,0,6.219158048,0,4.692057065,29.72266483,107.4470881,14.62268082,125.8721394,5.247419454,10.57703821,23.00225062,0,5.181360906,3.528836473,0,4.275361233,0,0,0,4.593647084,0,17.87763713,874.1245343
8,Control,4,Pre.2020,2.0631,0,0,0,0,4.237079558,12.03686891,46.72955407,0,5.148125285,6.047383974,6.42116112,14.1420864,10.45632829,0,46.13923369,61.04330375,0,0,5.055867826,0,9.299946852,0,18.38260466,1.839219868,0,0,0,0,188.3225608,0,63.98982842,14.34458267,0,0,26.46194849,37.1134891,0,11.74438904,0,3.182273446,0,6.432839389,0,10.94592813,12.49242986,0,4.596526185,0,0,13.70382903,76.78241142,10.75282096,104.161033,0,14.84395339,21.06347334,0,0,0,0,5.15870788,0,0,0,3.612414413,0,10.51473622,887.1989394
9,Compost,5,Pre.2020,2.1473,0,0,0,6.362470899,0,13.36319271,54.57038603,0,21.73405918,6.094856941,8.005897263,30.28183161,16.18426464,0,102.7304738,97.25450081,0,0,20.83707416,0,27.48176335,0,35.02263337,3.292809535,10.10595449,69.85784637,0,52.51625726,0,0,99.08931785,26.47297757,0,0,34.21550831,58.41877849,17.0629345,0,0,0,0,13.36667074,0,11.15979037,26.6017164,0,9.099664022,4.600811356,12.23825832,45.55317092,112.4824876,19.7014246,128.0468234,0,9.726308687,28.90577969,4.607676183,0,4.682970807,0,2.707004449,0,0,3.587540843,3.609439204,0,0,1251.633327
10,Control,5,Pre.2020,2.1315,0,0,0,0,5.030485382,8.916575224,19.41264802,0,8.585728459,3.403751959,4.138915844,0,12.53854619,3.490068218,51.83307285,56.14470024,0,0,4.369155343,0,10.34616837,0,20.29446462,1.728105618,8.363032554,71.49029427,0,55.47925811,0,68.72484824,0,11.2391078,9.096083085,0,18.86667609,31.99002717,9.27354661,3.855304478,4.56046422,0,3.727385495,0,0,7.337106058,10.58248629,0,5.035228621,2.815165003,15.69389233,62.18846502,139.6837026,14.89773772,114.9645969,6.665703842,7.392586467,19.70156659,7.101962812,0,5.587401031,0,6.756706347,0,0,5.508043285,0,2.965220422,11.93730313,953.7132889
11,Compost,6,Pre.2020,2.3292,0,0,0,2.081746739,7.200206434,9.036012033,36.57079543,0,10.00817916,3.316156361,4.253113837,18.20167499,12.51351145,0,60.80056435,60.00832798,0,0,7.307528056,0,13.53771157,0,24.16609763,2.201736195,8.475042028,62.00480193,0,46.08520274,0,0,74.92761773,12.58203256,9.94356402,0,25.25120088,35.3489681,9.207400042,4.493616924,0,0,0,6.186832344,0,7.976159124,13.28200397,0,5.873440984,2.700960141,15.00410259,52.59650616,113.8555584,15.15279362,103.1928286,7.491788295,6.653610736,24.36232244,6.101858632,0,5.907076889,0,7.280208363,0,0,4.52396042,0,3.131126578,13.28526641,974.0812139
12,Control,6,Pre.2020,2.0914,0,0,0,0,0,0,11.65946637,0,7.425406607,1.813002955,3.362105353,17.5642384,13.98543152,8.410858682,73.02129628,68.98927724,0,0,3.590994176,0,10.67035394,0,29.34310239,2.292135404,11.78672173,83.26288198,20.35389418,73.99613174,0,0,103.7965834,21.23364918,14.59984991,0,38.43460421,41.31203128,14.00994845,9.012941179,12.95983055,0,0,0,0,9.028851375,17.07906984,0,9.335924358,3.292573545,20.5364911,83.84950768,0,19.34988505,102.8154975,17.21209177,9.571688203,36.13911933,0,0,8.665159913,6.209851581,0,0,0,8.458544214,3.726696073,0,10.16681724,1062.324506
13,Compost,7,Pre.2020,2.3664,0,0,0,0,0,4.52270378,8.743640526,0,6.207037843,1.084141743,1.980248475,10.57281998,11.47766786,0,47.76739851,42.5576421,0,0,3.730137149,0,7.917927612,0,18.0049982,1.326535081,0,64.42830708,0,32.40900642,162.5168551,0,53.70836013,0,0,0,24.38888809,24.70297825,6.336590658,7.972151459,4.796068923,0,4.248138254,0,0,6.727232115,10.89305884,0,6.163883601,1.941480633,7.373443043,32.79340943,124.6279706,0,74.87215767,11.67845984,13.18870444,26.71123038,5.676235258,0,8.121025361,3.335675886,3.058793692,0,0,2.919303013,3.564682338,0,8.570400582,903.6173899
14,Control,7,Pre.2020,2.4586,0,0,0,5.614962735,0,16.01213014,47.39395482,0,17.10728777,5.037243634,7.549431925,24.95707627,14.96043583,0,73.8437897,82.60704814,0,0,19.5282463,0,22.95863148,0,26.81819392,2.470207992,7.160773526,71.45720506,0,48.00139645,0,0,109.4900333,0,0,0,29.10256093,44.61013777,8.315294294,8.186674884,4.933708312,0,0,9.823054071,0,9.203865204,22.11563551,0,8.134755322,3.50675093,11.50602593,44.86233815,124.9824771,19.8505347,124.2017537,9.127393662,16.1927374,28.81769803,7.022443974,12.98851581,0,0,3.652104293,1.618726332,0,4.854259395,4.788220383,0,17.95650523,1183.32222
15,Compost,8,Pre.2020,2.114,0,0,0,0,8.14373193,12.46830304,51.55130958,0,16.01591349,5.180710465,7.184927852,25.03042517,20.00919153,3.005819411,96.01365408,87.90113536,0,0,5.562816882,0,14.58991378,5.074755651,33.61849483,3.429390604,20.04565748,108.0804263,0,95.9071416,0,0,130.5767522,22.58279777,13.81829027,0,36.85526633,46.46077976,17.35921147,0,9.133341319,0,0,6.155375645,0,10.98709691,22.47718925,0,9.996341094,5.564344223,25.9985418,106.8115011,188.0733178,16.56777011,141.9613169,15.1643095,7.513719028,30.7414227,13.01148142,6.138002553,10.74220945,0,7.134416908,0,0,12.44993249,0,3.991595329,14.06690545,1551.146948
16,Control,8,Pre.2020,2.1511,0,0,0,12.05903025,0,16.93769167,72.77447084,0,25.8729227,7.790542588,0,32.58997725,15.04855852,0,82.63244574,100.1677335,0,0,14.66749433,0,23.53064319,0,31.27698814,3.009449942,9.461390106,64.81149692,0,48.53125771,0,0,88.39002954,23.74876556,0,0,29.12594455,51.7340117,10.39603894,5.409065843,0,0,0,17.54013176,0,11.41148543,23.49433791,0,7.296715332,2.312652005,9.88089589,46.22061919,102.3081509,16.92352084,129.9489885,5.989538631,15.2025122,27.63541935,5.401294602,10.11571971,8.770621877,0,5.633180186,0,0,5.945561231,4.277720704,0,23.83369846,1250.108714
1,Compost,1,Post.2020,2.0983,0,0,0,2.615780348,0,0,7.283175321,0,21.75185764,0,4.098607413,32.21697642,7.856955436,0,140.2270624,114.2779518,0,0,15.4912327,0,26.16857557,0,54.5400778,3.440470374,0,0,0,75.93740342,0,0,110.7335387,0,0,7.361229782,58.78471188,65.59296605,10.45250704,21.28259262,9.463249581,0,0,14.7553419,0,16.96112536,28.20395322,0,14.03222957,3.480309029,9.040034932,62.76342428,0,35.2136347,0,11.45854578,21.72464669,54.72649231,7.015498619,16.61713612,10.93489698,0,0,0,0,5.719438683,9.574248435,0,24.83646181,1136.634341
2,Control,1,Post.2020,2.1412,0,0,0,0,0,6.629370116,5.592266457,0,5.553770618,0,0,12.05076462,4.146259223,0,48.917505,45.57580631,0,0,3.099814507,0,6.969921289,0,20.47265584,1.266332174,0,0,0,36.4782917,0,0,48.11800508,15.79227074,0,3.023867254,24.52653331,28.30965048,4.043025517,0,0,0,0,4.050863474,0,8.334973875,11.43124967,0,6.282644142,1.47196898,5.191695995,30.29611293,116.534952,19.80869483,101.2713335,3.703593838,5.424653295,26.21284008,4.759566613,0,4.944388242,1.341140703,2.024598119,0,0,2.931371167,5.567873145,0,9.339510162,691.490135
3,Compost,2,Post.2020,2.362,0,0,0,2.82946909,0,13.26697839,11.19930309,0,12.62489752,2.439889167,4.640921333,26.27483398,6.822667239,0,68.94794044,66.71598047,0,0,15.94993242,0,23.2537048,0,30.50712394,2.69754535,0,0,27.67129314,151.2405555,0,0,60.76026027,20.95781879,0,0,32.12257091,45.98589483,8.524541179,0,4.580334418,0,0,10.23569598,0,10.92003628,19.20509516,0,7.591491072,2.266058996,8.485440695,50.84106415,154.6302009,26.38867831,165.2614827,4.192609854,20.72434891,33.00861202,5.467383066,0,6.430553269,0,0,0,0,4.870894336,5.801209324,0,55.98852848,1232.32384
4,Control,2,Post.2020,2.2826,0,0,0,0,0,8.86429473,10.95198094,0,6.669400938,1.686230493,3.768231794,15.18009615,9.033569756,2.099194391,51.8541935,45.76750559,0,0,1.650823914,0,7.170267235,2.332998653,20.17332339,1.427799052,10.66458505,51.61056078,0,95.73501412,0,0,69.52206984,14.01596761,5.772278259,0,27.9353083,23.35856319,8.054396691,2.027241442,7.067968375,0,0,0,0,6.173742846,9.162066791,1.675480297,4.364027084,3.812266886,20.79931306,73.97013739,113.0394514,14.02290844,90.96630489,7.500959894,2.715516639,17.24629652,9.994443647,5.771677662,4.409739484,0,11.27368602,0,0,8.361569868,0,1.773577437,6.516255139,917.9432856
5,Compost,3,Post.2020,2.1223,0,0,0,0,0,8.410507908,7.213177373,0,8.38028685,1.409852373,2.884145468,14.6878147,7.407672181,4.477686947,72.83409552,53.02398239,0,0,6.072415051,0,11.00250977,0,34.14948858,2.351064762,6.921022876,0,31.83354846,40.69380953,0,0,90.12855967,0,8.66967115,0,33.50439952,34.6314116,9.104926657,0,6.776661784,0,0,5.311371283,0,7.69191994,25.58444836,0,9.932619655,2.583178983,7.07499144,47.5948602,127.7798343,13.58347704,88.85974081,10.82076795,14.43683989,41.87815818,0,0,7.542502915,0,0,1.714434041,0,6.51388144,4.573812881,0,10.60291676,930.6484672
6,Control,3,Post.2020,2.1838,0,0,0,0,0,9.532255114,8.078288288,0,10.49182275,2.07843655,3.722336545,17.65288569,6.422719855,0,57.3208402,60.03654499,0,0,10.20746547,0,15.61008039,0,25.78308616,2.104642761,0,0,0,52.41539363,0,0,58.59819088,0,0,3.390489049,29.01346118,40.83263621,7.233073118,8.122840309,5.565105539,0,0,7.910729904,0,9.347749651,15.76658356,0,7.315275188,2.063489319,6.625488638,41.19402994,127.6351761,11.36893393,129.9517649,3.079498453,5.503224128,25.53446353,5.004564533,0,7.545284428,0,0,0,0,2.208495636,3.600937004,0,14.77576689,860.6440504
7,Compost,4,Post.2020,2.1023,0,0,0,3.637389894,0,10.49668573,10.42088177,0,9.373267579,2.057491864,4.137096977,18.69406074,6.047342756,0,50.7078231,45.15755794,3.782221486,0,12.18623876,0,15.14820555,0,21.05900891,1.936715519,0,0,0,33.43062774,0,0,45.8305755,0,0,2.850580709,24.30751468,34.35375576,3.832660983,7.283003518,3.930397981,0,0,8.479091316,0,9.394466071,13.69625326,0,5.698786516,1.663304081,4.15580284,25.35140592,101.7741466,0,129.5306575,2.991151692,12.99477718,23.56523642,4.469768332,0,8.075329104,0.971674853,3.281891372,0,0,1.574110412,4.573649616,0,14.91014247,747.812751
8,Control,4,Post.2020,2.2161,0,0,0,0,0,9.192681691,11.06232558,0,5.696118457,1.512776235,3.098403484,16.13326728,5.8576944,0,48.14807951,44.77040608,0,0,4.965954596,0,9.741849466,0,22.39873283,1.815087887,0,0,0,40.90517361,0,0,48.45533651,0,0,2.915885374,22.55746631,31.94467364,5.59550655,9.160313787,3.809568072,0,0,5.502204579,0,9.105986166,12.685751,0,5.767669687,1.746175002,4.637570743,32.41687546,143.5185644,20.23347466,136.2149441,4.712324499,11.59545396,27.95616587,6.407812861,6.711517239,7.184873095,0,0,0,0,0,3.680780473,0,13.07622166,802.8916668
9,Compost,5,Post.2020,2.422,0,0,0,0,0,7.828804916,6.788743439,0,14.56840991,0,3.525089482,23.2629591,6.61107222,0,93.18230346,81.38800747,1.781061641,0,14.89106946,0,22.45153028,0,38.88115436,2.268284868,0,0,0,50.59236966,0,0,70.96042277,0,0,5.301600404,38.06367384,53.11645067,5.820428329,11.94040193,5.207174901,0,0,10.73255837,0,11.32049129,24.93911366,0,9.014487603,2.712165059,4.050066837,30.73439292,144.9460007,0,148.5196488,1.349953612,5.248840014,34.58926897,0,12.05709403,6.480855865,0,0,0,0,0,4.669275992,0,18.53146131,1028.326688
10,Control,5,Post.2020,2.3092,14.42184185,0.098790154,6.908780148,2.490107322,0,13.21774116,0,6.200918736,0,0,0,11.69883183,0,0,0,0.053445716,0,0,0,0,5.483866751,0,0,0,0,0,0,0,10.41176368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.853700234,0,0.95477226,0,0,0,0,0,0,9.254020834,0,0,0,0,0,0,0,0,0,0,0,0,0,8.321960413,94.37054109
11,Compost,6,Post.2020,2.1438,4.640122349,2.359227557,2.399120846,2.781749752,0,8.190666131,2.29993643,2.591572732,3.210209867,0,1.073002622,11.41303569,1.795373862,0,31.03681461,24.06011767,0.73123563,0,3.933731693,0,8.036456151,0,12.87839753,0.847970763,0,0,0,17.39694542,127.8725029,24.56442455,0,0,0,1.877371225,13.34124218,16.77567727,1.679979149,4.941087866,2.248250459,0,0,3.182795461,0,6.24030992,6.34072978,4.490615333,3.32040939,0.870009053,0,15.15969121,65.75391689,0,62.0442502,1.670871609,4.059020894,14.75213065,1.648657235,4.005114455,0,1.009130841,1.3127896,0,0,0,2.018900707,0,8.643011243,541.4985774
12,Control,6,Post.2020,2.4063,0,0,0,2.473818823,0,0,9.820533882,0,11.43995659,2.156310901,3.848314857,20.01811722,17.42775606,0,86.94460576,65.90614588,0,0,8.69143533,0,15.23192856,0,34.55117656,2.023922168,5.839870528,90.11262071,0,58.32434799,0,95.46868793,0,13.26369742,11.55050595,0,35.04639339,40.19267423,8.942797019,8.429621747,5.766105156,0,0,5.527682624,0,9.808300406,15.82742949,0,7.652053102,3.152253165,16.3330281,64.38074385,0,23.21753896,122.7613087,12.57283857,13.71834452,34.47088048,8.087588312,0,8.9701312,3.963590121,0,0,0,6.988003343,0,4.72652917,17.16740474,1032.796994
13,Compost,7,Post.2020,2.1232,0,0,0,0,0,0,7.094574786,0,7.603004055,0,2.628115499,15.03519862,13.03803568,0,65.6959762,51.2231617,0,0,3.807735482,0,9.104274712,0,26.77618839,1.507628766,0,0,31.97142876,48.01837177,0,0,63.60836926,0,9.665665245,1.890681644,28.83812923,29.82162087,6.213734574,7.687041033,5.519941107,0,0,3.127149488,0,7.381672644,15.07374111,0,7.65105244,1.83700278,9.437737788,49.13992277,154.2273028,17.97648184,105.8825,10.8497582,11.27345838,27.2625034,11.32289806,13.84440627,15.38476456,0,0,0,0,6.180559264,4.254471136,0,11.95671558,920.8129759
14,Control,7,Post.2020,2.0373,0,0,0,0,0,0,9.5291004,0,9.012540939,0,4.149926336,23.14143654,7.671228343,0,85.49146986,75.53792857,0,0,5.690939382,0,14.58944389,0,38.15648292,0,0,0,0,0,0,0,84.15000891,0,14.08798413,0,47.27844806,52.95332141,7.442683562,13.82078139,7.38604152,0,7.850987819,0,0,17.38298436,24.93364897,0,9.495455097,0,0,43.7376076,0,0,0,9.150002581,16.31134145,0,0,11.06006558,14.57837726,2.219398642,0,0,0,0,5.449149206,0,20.60586806,682.8646528
15,Compost,8,Post.2020,2.0896,0,0,0,0,0,9.727121501,8.196006998,0,10.0645169,1.352751377,2.575259176,18.58436768,7.032251608,0,77.98002524,63.98667402,0.703359421,0,4.098918692,0,10.4258603,0,29.40313888,1.754590101,0,0,0,41.68564202,0,0,56.73475777,0,0,0,33.76423258,34.80528923,4.475381925,9.558324943,6.242126005,0,4.44573182,0,0,10.88551733,16.20063989,2.330885957,8.123462669,1.699678225,2.993277943,24.73305139,139.8476265,17.01616071,118.0462673,2.805660528,4.002291864,25.48144064,0,0,6.935395919,1.257574577,2.19235101,0,0,2.441520602,7.180240375,0,17.94536687,849.7147385
16,Control,8,Post.2020,2.1241,0,0,0,0,0,8.360599309,7.627784464,0,12.26318207,0,2.176684171,18.92494168,7.021916154,0,86.34971286,71.31535738,1.543041186,0,6.408653613,0,12.84422432,0,31.65340243,1.943814513,0,0,0,0,0,0,63.63835978,0,0,4.404651239,35.51936888,36.91007569,6.620404799,18.64106417,0,0,0,7.697044753,0,12.52156815,19.84471624,0,8.94972888,2.21998301,0,31.03266515,149.3599334,0,118.5912315,4.778275163,10.64911378,28.92208075,6.121224609,0,10.6545529,0,2.842381282,0,0,0,6.904599823,0,13.81640425,869.0727423
